"Longitude","Latitude","X","Y"
-86.5,20.5,0.490427204469601,-0.319829990169929
-105.5,19.5,-0.0929524482567465,-0.235645518701087
-104.5,19.5,-0.333013245248217,-0.178592102634289
-103.5,19.5,-0.08410756568767,-0.274703308441982
-102.5,19.5,0.121824734015268,-0.330296545815187
-101.5,19.5,-0.593627443586118,-0.203952815098354
-100.5,19.5,-0.487081037463347,-0.23977118671617
-99.5,19.5,-0.940129949271109,-0.177332754703786
-98.5,19.5,-1.11637007467512,-0.189317810315665
-97.5,19.5,-0.557131638679891,-0.20351314712625
-96.5,19.5,-0.957369213627408,-0.13531668469702
-90.5,19.5,-0.41803423997971,-0.173347028702668
-89.5,19.5,-0.0101447223024509,-0.264421552063495
-88.5,19.5,-0.133583577449225,-0.266438892701894
-87.5,19.5,0.00769252735331521,-0.29242953399263
-103.5,18.5,0.594772411747262,-0.358149312698683
-102.5,18.5,0.713224197291108,-0.410703485110431
-101.5,18.5,0.157065514760801,-0.370044609176792
-100.5,18.5,0.0786693404312593,-0.302855329668663
-99.5,18.5,-0.377432141378178,-0.255270073022361
-98.5,18.5,0.124941761902892,-0.404890320278827
-97.5,18.5,-0.331051011537544,-0.25130766072061
-96.5,18.5,0.0445030363251535,-0.287897868476686
-95.5,18.5,-0.469216301933565,-0.213871069056112
-94.5,18.5,0.145991898696854,-0.311221334012477
-93.5,18.5,0.767255791612463,-0.309415884511257
-92.5,18.5,-0.35405663519265,-0.40634947112692
-91.5,18.5,0.358958102258639,-0.371785476511313
-90.5,18.5,0.0898983870833471,-0.299500267127201
-89.5,18.5,-1.04318204816185,-0.132398176975058
-88.5,18.5,-0.0586254800854443,-0.297733363702262
-87.5,18.5,1.02193653265667,-0.351044501625645
-101.5,17.5,0.541541532829114,-0.369218039121775
-100.5,17.5,0.333369558328351,-0.389770920769453
-99.5,17.5,-0.109180217047708,-0.314817933792609
-98.5,17.5,0.393164036902407,-0.377015784174006
-97.5,17.5,0.0235727037112274,-0.345920357771625
-96.5,17.5,-0.242568339948074,-0.26368821739217
-95.5,17.5,0.810333170678786,-0.406623962476792
-94.5,17.5,-0.198828541904113,-0.238707800029343
-93.5,17.5,0.378891143386851,-0.349669006641197
-92.5,17.5,0.0102620586546914,-0.26983392623419
-91.5,17.5,0.111415025970802,-0.322934583623996
-90.5,17.5,1.14899208053024,-0.243982979972307
-89.5,17.5,-0.0596406942656387,-0.267705357077544
-88.5,17.5,-0.0437965178272475,-0.269055660280041
-99.5,16.5,0.862231060322348,-0.400072885527207
-98.5,16.5,0.446813438320741,-0.435523877240217
-97.5,16.5,0.390004999187148,-0.398218893893756
-96.5,16.5,0.241465041348633,-0.397653819196417
-95.5,16.5,0.129971594095567,-0.348719633633126
-94.5,16.5,0.0432743939762983,-0.261738074043673
-93.5,16.5,-0.264845148876972,-0.252884037460906
-92.5,16.5,-0.398214155801416,-0.259806949866202
-91.5,16.5,-0.257816842706706,-0.283692530500328
-90.5,16.5,-0.12041705199573,-0.241347325076929
-89.5,16.5,0.244727059249891,-0.29240470842777
-88.5,16.5,0.000460433092582035,-0.253408269794548
-97.5,15.5,1.48852318124501,-0.112376614302216
-96.5,15.5,-0.158036437804092,-0.284844473190002
-95.5,15.5,-0.481937815980127,-0.165364489882976
-93.5,15.5,0.373650379315395,-0.344702772112088
-92.5,15.5,-0.289291633027776,-0.228692499036505
-91.5,15.5,0.678128383698584,-0.43785015500799
-90.5,15.5,0.453046712017182,-0.469567396966125
-89.5,15.5,0.682298431633673,-0.396359906642621
-88.5,15.5,0.899186170134965,-0.342313082331893
-87.5,15.5,0.765877399448902,-0.377990550889596
-86.5,15.5,1.03513461552565,-0.358716470682879
-85.5,15.5,1.11200429149054,-0.26955720411268
-84.5,15.5,1.0797066602662,-0.240109632180289
-83.5,15.5,1.69204860426724,-0.0172517398054499
-92.5,14.5,0.474385055146572,-0.34677158349521
-91.5,14.5,0.663265888445004,-0.431464250294552
-90.5,14.5,0.574086494149807,-0.448737247990563
-89.5,14.5,-0.0779695597373378,-0.225300742938037
-88.5,14.5,0.876926450275312,-0.348702885884335
-87.5,14.5,0.307939694369469,-0.317045052757899
-86.5,14.5,0.646826850782448,-0.461066216837858
-85.5,14.5,0.283479362873754,-0.31046750264917
-84.5,14.5,0.660249687188592,-0.32849788829471
-83.5,14.5,0.470493100729163,-0.376450209003651
-90.5,13.5,0.46621521360023,-0.505796329192115
-89.5,13.5,-0.501269734454968,-0.145538006855289
-88.5,13.5,0.115903568623435,-0.292183952525393
-87.5,13.5,1.33505130725017,-0.281159230210457
-86.5,13.5,-0.37728375318023,-0.18877605059813
-85.5,13.5,-0.000479792723473038,-0.319294443222606
-84.5,13.5,0.100392367150214,-0.308020356975166
-83.5,13.5,1.89082288364526,0.0711266795314931
-87.5,12.5,0.779832421506627,-0.355252927432976
-86.5,12.5,-0.186121518780197,-0.235009195752478
-85.5,12.5,-0.0895490126107659,-0.233059469529995
-84.5,12.5,0.517187260348057,-0.409984210871336
-83.5,12.5,1.14285161763345,-0.254781935281714
-86.5,11.5,0.0273884971524613,-0.260037820501427
-85.5,11.5,-0.0967467304838407,-0.242014929219002
-84.5,11.5,-0.0600132888590199,-0.260766281371703
-83.5,11.5,0.616273211289698,-0.348974656823489
-85.5,10.5,-1.01359822670772,-0.080769923663185
-84.5,10.5,-1.30353799040632,-0.0339580056422202
-83.5,10.5,-0.257287146900309,-0.23206473176273
-85.5,9.5,0.202271715627223,-0.293749231165968
-84.5,9.5,-0.485086477753076,-0.134452970873223
-83.5,9.5,-1.02328382610236,-0.095511388090741
-82.5,9.5,0.0233204992769956,-0.26481146796995
-80.5,9.5,1.94478573534815,0.0931025757473932
-79.5,9.5,-0.385473667700619,-0.180328227627999
-78.5,9.5,0.246172191436443,-0.304325370212287
-83.5,8.5,-0.78681041668851,-0.10689037449827
-82.5,8.5,-0.266161067959341,-0.254170315566382
-81.5,8.5,0.474171010639171,-0.357627390723701
-80.5,8.5,0.181172949120137,-0.327727307991295
-79.5,8.5,0.625654410721939,-0.379100918927032
-78.5,8.5,1.18653048205719,-0.249614870436964
-77.5,8.5,0.605309937572989,-0.333895614704234
-80.5,7.5,0.95277578877284,-0.277388943831243
-78.5,7.5,1.11099180256153,-0.249605373981673
-77.5,7.5,0.535037514501876,-0.345343775922746
