"Longitude","Latitude","X","Y"
-117.5,32.5,-0.796961923103911,-0.13355692430176
-116.5,32.5,-2,7.88598494689829e-16
-115.5,32.5,-0.2902673281454,-0.172617808498733
-114.5,32.5,-0.137149667724258,-0.225427920973233
-113.5,32.5,0.214037481185488,-0.296675705640963
-116.5,31.5,-0.540617032367148,-0.18749649377646
-115.5,31.5,-0.620333156025428,-0.112162973618404
-114.5,31.5,0.519149115564865,-0.342582550587198
-113.5,31.5,0.234300823759338,-0.307873823048064
-112.5,31.5,0.934321467759272,-0.273720297389875
-111.5,31.5,0.0170100218974334,-0.272604350450498
-110.5,31.5,-0.510268052172241,-0.152150777209483
-109.5,31.5,-0.297494107890398,-0.162780720031812
-108.5,31.5,0.0385376719215916,-0.226922368995752
-107.5,31.5,0.3591962833024,-0.307234099166546
-106.5,31.5,-0.369208555697477,-0.170426311270403
-105.5,31.5,0.577140008168515,-0.328277060471479
-116.5,30.5,0.139096711707616,-0.351009215293077
-115.5,30.5,-0.868490250700014,-0.0945296548059856
-114.5,30.5,0.32043804390154,-0.267164749127958
-112.5,30.5,0.783965258685006,-0.305049308954727
-111.5,30.5,0.879752901756295,-0.334168517446292
-110.5,30.5,0.297445799319112,-0.289071706604148
-109.5,30.5,0.525875896963975,-0.372293453915636
-108.5,30.5,0.605403329059203,-0.323136902233195
-107.5,30.5,1.6868810976192,-0.0432778239664458
-106.5,30.5,0.827099103430327,-0.34503517197866
-105.5,30.5,1.05640445953952,-0.29519128559639
-104.5,30.5,0.0184100035257125,-0.236973915540097
-115.5,29.5,0.0320598078857097,-0.272673361383992
-114.5,29.5,-0.444170290068048,-0.196538637753874
-113.5,29.5,0.669062613926682,-0.487970515334905
-112.5,29.5,0.60570415622642,-0.316846604731502
-111.5,29.5,1.18537611655204,-0.252008814130293
-110.5,29.5,0.613948662149844,-0.365884160506024
-109.5,29.5,0.791990973096791,-0.312007701002917
-108.5,29.5,0.769443533753687,-0.316908593635082
-107.5,29.5,0.883880396830885,-0.32030773598102
-106.5,29.5,1.02314344515552,-0.317241385402212
-105.5,29.5,0.525567503850533,-0.363428123253081
-104.5,29.5,0.199666251248874,-0.279078980679662
-103.5,29.5,0.277389448205259,-0.307362648470802
-102.5,29.5,0.19339732034324,-0.313320738251328
-101.5,29.5,1.08447005213789,-0.254474475664674
-100.5,29.5,0.474379566980307,-0.306771351036741
-114.5,28.5,-0.031827925832931,-0.291966875094592
-113.5,28.5,-0.475626185253945,-0.177373572409807
-112.5,28.5,0.841110998878374,-0.327440560822856
-111.5,28.5,0.338954495756585,-0.300892536182532
-110.5,28.5,0.745596221754747,-0.306625789187854
-109.5,28.5,-0.101651804147168,-0.230016489072773
-108.5,28.5,0.0350073069731617,-0.260964556294437
-107.5,28.5,0.667712635430104,-0.403034661472428
-106.5,28.5,0.631505067782816,-0.354467888293214
-105.5,28.5,0.326914106527599,-0.286347930168055
-104.5,28.5,1.17274136097526,-0.294475556072889
-103.5,28.5,0.727293142849786,-0.389705796720244
-102.5,28.5,0.17231323868443,-0.327773347068301
-101.5,28.5,0.894127086475651,-0.352000744109355
-100.5,28.5,1.35909945588476,-0.232372889135706
-114.5,27.5,-0.25077704622102,-0.211489857250922
-113.5,27.5,-0.180670971354543,-0.199598926233885
-112.5,27.5,-0.0643360798943052,-0.253717631585334
-110.5,27.5,0.476691053074854,-0.346737058044184
-109.5,27.5,0.500717275147723,-0.276958560517738
-108.5,27.5,0.337001799884999,-0.327351619576167
-107.5,27.5,0.351411028289146,-0.333069800141703
-105.5,27.5,1.01866664385142,-0.251402433198791
-104.5,27.5,0.477780628950258,-0.348808050896293
-103.5,27.5,0.357141872801673,-0.345681777620389
-102.5,27.5,0.106691890826065,-0.258870392802065
-101.5,27.5,0.531396004623682,-0.340461622370121
-100.5,27.5,1.72821405950092,-0.0558335894610479
-99.5,27.5,0.769745088590879,-0.3482034992284
-113.5,26.5,0.168684893325459,-0.520126789064908
-112.5,26.5,0.0299702590426659,-0.233546154083062
-111.5,26.5,-0.0111253164675312,-0.258061224775819
-109.5,26.5,0.298636777330777,-0.322017160022636
-108.5,26.5,0.44781904038488,-0.287040296223101
-107.5,26.5,1.94335835784642,-0.0683398259317792
-106.5,26.5,0.856750257038206,-0.417892856923718
-105.5,26.5,1.31592954166212,-0.207822428174925
-104.5,26.5,1.11205705673072,-0.247966624053221
-103.5,26.5,0.209027560656459,-0.271277793472756
-102.5,26.5,0.00514021557910049,-0.28471207372665
-101.5,26.5,0.179840785523646,-0.344957291318368
-100.5,26.5,0.443630153833262,-0.360104477637064
-99.5,26.5,0.718806157253372,-0.314937446298934
-98.5,26.5,0.826579632611241,-0.32412203799399
-97.5,26.5,1.12871426144324,-0.265269280735534
-112.5,25.5,0.428677953597999,-0.370267639513861
-111.5,25.5,-0.273149238699294,-0.173894004283044
-110.5,25.5,0.501838954893108,-0.384605713871709
-109.5,25.5,1.58379720710363,-0.0796100675418774
-108.5,25.5,1.57231543835298,-0.169855632650097
-107.5,25.5,0.71647504325004,-0.320742972100893
-106.5,25.5,0.579189299936464,-0.414367450163187
-105.5,25.5,0.381187724665156,-0.353197679916859
-104.5,25.5,0.785064388319283,-0.333169104430837
-103.5,25.5,0.261628044342932,-0.308362753727493
-102.5,25.5,0.263198936927537,-0.344515792657285
-101.5,25.5,0.313206673679259,-0.339304024379433
-100.5,25.5,-0.317263184206417,-0.202836790154582
-99.5,25.5,1.21221451103478,-0.236129897392009
-98.5,25.5,1.94672949395851,0.0602431476285374
-97.5,25.5,0.652401367574938,-0.289664599550111
-112.5,24.5,1.34878829006203,-0.329521098557963
-111.5,24.5,0.256675615748607,-0.285226620897575
-110.5,24.5,-0.285601382628086,-0.146200013907084
-109.5,24.5,1.5777068239689,-0.0298797879896209
-107.5,24.5,0.112831845582046,-0.273887826424237
-106.5,24.5,0.816593750388976,-0.337112432935338
-105.5,24.5,0.864363482268504,-0.347666577161411
-104.5,24.5,0.451613063141544,-0.434125801643206
-103.5,24.5,1.01977437946613,-0.342960871141189
-102.5,24.5,0.629221261056434,-0.40941360017029
-101.5,24.5,0.203755577694423,-0.316808751012672
-100.5,24.5,-0.00955704041159017,-0.29518310051998
-99.5,24.5,0.153814401951537,-0.314298583130697
-98.5,24.5,0.308966082071916,-0.388842959711373
-97.5,24.5,1.44835924249965,-0.106878320268923
-110.5,23.5,-0.0625684368468531,-0.263196927558245
-109.5,23.5,-0.338145153769969,-0.161473311910911
-106.5,23.5,0.371823757364258,-0.320134699586605
-105.5,23.5,0.126522917923935,-0.328677275263573
-104.5,23.5,-0.129435917413016,-0.280817126322153
-103.5,23.5,0.394744831386895,-0.392298508174631
-102.5,23.5,0.616054494611122,-0.385726287059839
-101.5,23.5,0.813451487717498,-0.348108952893344
-100.5,23.5,0.45328053001303,-0.569808411067736
-99.5,23.5,0.00999423907715208,-0.27219481905225
-98.5,23.5,0.618380700469134,-0.371574138543981
-97.5,23.5,1.04077264630817,-0.359365396905397
-105.5,22.5,0.769684133251495,-0.36660290195103
-104.5,22.5,0.267236403364802,-0.331702420390526
-103.5,22.5,0.269252879156696,-0.374144243876621
-102.5,22.5,-0.0121630258815481,-0.298391382135209
-101.5,22.5,0.442845189764098,-0.428977660901821
-100.5,22.5,0.136966607528034,-0.336209678606646
-99.5,22.5,0.562206652541346,-0.329046474236954
-98.5,22.5,0.394157594292423,-0.314722956651074
-97.5,22.5,0.493459585917269,-0.339056969423506
-105.5,21.5,0.4894389300584,-0.366352567791236
-104.5,21.5,0.121058631223204,-0.319763493275024
-103.5,21.5,0.113154874882683,-0.328506883417923
-102.5,21.5,0.102992294820713,-0.338251261578807
-101.5,21.5,0.0888335084519339,-0.290257160481095
-100.5,21.5,0.110174448536515,-0.281207317400972
-99.5,21.5,-0.463547072212729,-0.181164724148202
-98.5,21.5,0.433486846428916,-0.346149326215319
-97.5,21.5,0.434118389326458,-0.323925317263529
-89.5,21.5,-0.33112257712379,-0.182485315832915
-88.5,21.5,0.322899244896642,-0.323854897283475
-87.5,21.5,0.127622474924163,-0.262050054503071
-86.5,21.5,0.68956979373396,-0.342450086811029
-105.5,20.5,0.6055039662313,-0.355695997056105
-104.5,20.5,0.525481661965394,-0.41071055492614
-103.5,20.5,-0.100630478725989,-0.26817430197058
-102.5,20.5,0.706968265878356,-0.419857162882343
-101.5,20.5,0.328266972118894,-0.391689095300168
-100.5,20.5,-0.256835354276115,-0.242984301227988
-99.5,20.5,-0.176181242317948,-0.252095313056554
-98.5,20.5,-0.294629676646462,-0.236652946877194
-97.5,20.5,-0.114427212220572,-0.305754909346259
-96.5,20.5,1.79648818304801,0.00343374284885543
-90.5,20.5,-0.14451501802279,-0.216874719435648
-89.5,20.5,-0.635076680433181,-0.177304038432004
-88.5,20.5,-0.717774184779024,-0.151381216344932
-87.5,20.5,-0.0324735966741102,-0.231731960631769
