x,y,zone,comp,age,seqs,phylo,lul_2010,lul_1980,lul_2000,lul_2015,regions,spot_comp,spot_age,spot_seqs
-115.875,32.625,0,-8.034727096557617,-0.8588222861289978,0.8211047649383545,0.0994424968957901,Primary,Primary,Primary,Primary,Mexico Northwest,Coldspot,NA,NA
-115.625,32.625,0,-6.878697872161865,0.2884039878845215,0.8126196265220642,-0.11059696972370148,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-115.375,32.625,0,-5.785562992095947,-0.3303549587726593,0.30897626280784607,-0.2959551215171814,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-115.125,32.625,0,-4.872068405151367,0.5805264711380005,-0.48372894525527954,-0.20591796934604645,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-114.875,32.625,0,-2.8433918952941895,-0.8588222861289978,-0.3183715343475342,-0.30301907658576965,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-116.875,32.375,0,-9.726325035095215,-1.645696997642517,1.8991615772247314,0.9496108293533325,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-116.625,32.375,0,-10.294099807739258,-1.4004184007644653,2.4388604164123535,1.2801162004470825,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-116.375,32.375,0,-10.327540397644043,-1.3271170854568481,2.573090076446533,1.154070496559143,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-116.125,32.375,0,-8.898859024047852,-0.9002357721328735,1.8000377416610718,0.6645710468292236,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-115.875,32.375,0,-8.014978408813477,-0.17175225913524628,0.992948591709137,-0.07766413688659668,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-115.625,32.375,0,-6.8270344734191895,0.26435720920562744,0.8141639232635498,-0.935052752494812,Primary,Primary,Primary,Primary,Mexico Northwest,Coldspot,NA,NA
-115.375,32.375,0,-5.988205432891846,0.2229405790567398,-0.47676414251327515,-1.1728689670562744,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-115.125,32.375,0,-5.19751501083374,0.26018133759498596,-0.8628706932067871,-1.0947132110595703,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-114.875,32.375,0,-3.9392452239990234,-0.5352934002876282,0.13494302332401276,-0.9533510804176331,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-114.625,32.375,0,-2.352217435836792,-0.6924331188201904,0.33914706110954285,-1.2169795036315918,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-116.875,32.125,0,-9.21914005279541,0.5146864652633667,1.6267141103744507,0.7536525130271912,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-116.625,32.125,0,-10.206995964050293,0.4167923927307129,2.075223684310913,0.912843644618988,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-116.375,32.125,0,-10.118465423583984,0.14723096787929535,2.294355869293213,0.8032472133636475,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-116.125,32.125,0,-9.396211624145508,0.46519097685813904,1.8670862913131714,0.3862937390804291,Primary,Primary,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-115.875,32.125,0,-8.449713706970215,0.9159693717956543,1.352626085281372,-0.20031659305095673,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-115.625,32.125,0,-7.046069145202637,0.8159728050231934,0.9617523550987244,-0.5748245716094971,Primary,Primary,Primary,Primary,Mexico Northwest,Coldspot,NA,NA
-115.375,32.125,0,-6.190349102020264,1.1081207990646362,-0.7039211392402649,-0.7829300165176392,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-115.125,32.125,0,-5.8905229568481445,-0.15534068644046783,-1.231374979019165,-1.028341293334961,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-114.875,32.125,0,-4.3598151206970215,-0.04049275070428848,-0.10209270566701889,-0.7067376971244812,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-114.625,32.125,0,NA,NA,NA,NA,Human use,Human use,Human use,Human use,NA,NA,NA,NA
-114.375,32.125,0,-0.7791590690612793,-1.0712863206863403,-0.8745654821395874,0.3576241135597229,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-114.125,32.125,0,-0.04686698690056801,-1.1923032999038696,-0.16428983211517334,-0.6077450513839722,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-113.875,32.125,0,NA,-0.8664829134941101,0.6738661527633667,-0.776699960231781,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-116.625,31.875,0,-8.763195991516113,1.0878344774246216,2.112978935241699,1.1552684307098389,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-116.375,31.875,0,-8.811100006103516,0.9856298565864563,2.335695266723633,1.0951107740402222,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-116.125,31.875,0,-9.317906379699707,1.2089934349060059,2.3989741802215576,0.8557784557342529,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-115.875,31.875,0,-8.813628196716309,0.9419403672218323,1.574562907218933,0.14535485208034515,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-115.625,31.875,0,-8.249045372009277,1.0744189023971558,1.1833058595657349,0.04535643011331558,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-115.375,31.875,0,-7.537561893463135,0.4924023747444153,0.18269789218902588,-0.5386798977851868,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-115.125,31.875,0,-5.76224422454834,0.02789095789194107,-0.4574659466743469,-1.216771125793457,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-114.875,31.875,0,NA,0.25131678581237793,-0.5805854201316833,-1.7819644212722778,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-114.625,31.875,0,-3.0229787826538086,-0.4777815341949463,-0.3755040764808655,0.5062260031700134,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-114.375,31.875,0,-1.0587650537490845,-0.6709259152412415,-0.2873091995716095,-0.14657610654830933,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-114.125,31.875,0,NA,-0.42764541506767273,0.6923142671585083,-0.46886470913887024,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-113.875,31.875,0,NA,-0.38040512800216675,0.6104646325111389,0.022517219185829163,Primary,Primary,Primary,Human use,Mexico Northwest,NA,NA,NA
-113.625,31.875,0,0.7991686463356018,-0.012923677451908588,0.21288350224494934,-0.21221549808979034,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-113.375,31.875,0,1.3981258869171143,-0.10506484657526016,-0.051406729966402054,-1.2718892097473145,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-113.125,31.875,0,2.499380111694336,0.04559912160038948,-1.0720558166503906,-2.3585968017578125,Human use,Human use,Human use,Human use,Mexico Northwest,Hotspot,NA,NA
-112.875,31.875,1,2.2518844604492188,-0.7579420208930969,-3.0547935962677,-3.913766860961914,Human use,Human use,Human use,Human use,Mexico Northwest,Hotspot,NA,Coldspot
-116.625,31.625,0,-7.266495227813721,0.779278576374054,2.086757183074951,1.0428979396820068,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-116.375,31.625,0,-8.036306381225586,1.1854119300842285,2.6656014919281006,1.5126757621765137,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-116.125,31.625,0,-9.210832595825195,0.9590451717376709,3.0680758953094482,1.3845584392547607,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-115.875,31.625,0,-9.492737770080566,0.12158866971731186,1.988419532775879,0.515103280544281,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-115.625,31.625,0,-9.543834686279297,0.3896283209323883,1.5388931035995483,0.2704675495624542,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-115.375,31.625,0,NA,0.15624065697193146,1.030590295791626,-0.0059640356339514256,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-115.125,31.625,0,-7.503392696380615,-0.07365842163562775,0.08201415836811066,-1.1869466304779053,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-114.875,31.625,0,NA,NA,NA,NA,Human use,Human use,Human use,Human use,NA,NA,NA,NA
-114.125,31.625,0,NA,-0.19446823000907898,1.2884182929992676,1.2426193952560425,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-113.875,31.625,0,NA,0.13991619646549225,0.4013468325138092,0.960505485534668,Primary,Primary,Primary,Primary,Mexico Northwest,NA,NA,NA
-113.625,31.625,0,1.0240612030029297,-0.18486204743385315,0.20431776344776154,0.4669483006000519,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-113.375,31.625,0,NA,-0.5050340294837952,0.08103862404823303,-0.8575026392936707,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-113.125,31.625,0,2.2445833683013916,0.38935163617134094,-0.4014517068862915,-1.1012945175170898,Human use,Human use,Human use,Human use,Mexico Northwest,Hotspot,NA,NA
-112.875,31.625,0,3.1796815395355225,-0.2941704988479614,-2.5236778259277344,-3.2669570446014404,Human use,Human use,Human use,Human use,Mexico Northwest,Hotspot,NA,Coldspot
-112.625,31.625,0,NA,-0.4307703971862793,-2.77428936958313,-2.0853185653686523,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,Coldspot
-112.375,31.625,0,NA,0.5048889517784119,-2.0501372814178467,-1.56857430934906,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,Coldspot
-112.125,31.625,0,NA,0.13903819024562836,-3.6101269721984863,-4.04266881942749,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,Coldspot
-108.125,31.625,0,NA,0.3135834336280823,-1.345829963684082,-0.5398004651069641,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,NA
-107.875,31.625,0,0.8078387975692749,0.34792131185531616,-0.7829936146736145,-0.4516194760799408,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,NA
-107.625,31.625,0,-0.05725409463047981,0.2891225218772888,-0.5927450060844421,0.14320781826972961,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,NA
-107.375,31.625,0,NA,1.3102737665176392,-0.3998406231403351,-1.1745836734771729,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,NA
-107.125,31.625,NA,NA,NA,NA,NA,Human use,Human use,Human use,Human use,NA,NA,NA,NA
-106.875,31.625,0,-0.9735559821128845,0.15922215580940247,-2.1360411643981934,-1.6785396337509155,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,Coldspot
-106.625,31.625,0,-0.9568386673927307,-0.8069627285003662,-1.6529569625854492,-1.3287174701690674,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,NA
-106.375,31.625,0,NA,-0.6912510991096497,-2.370253801345825,-1.4182932376861572,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,Coldspot
-116.375,31.375,0,-7.95398473739624,0.32415565848350525,2.4888203144073486,1.484243392944336,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-116.125,31.375,0,-8.479220390319824,0.41500794887542725,3.002201557159424,1.7754967212677002,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-115.875,31.375,0,-9.565202713012695,0.46467164158821106,2.68782639503479,1.2495944499969482,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-115.625,31.375,0,-9.24530029296875,-0.07974805682897568,1.9320710897445679,0.4289730489253998,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-115.375,31.375,0,-8.621485710144043,-0.16431500017642975,1.1838735342025757,0.01711101643741131,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-115.125,31.375,0,-7.483428478240967,-0.023440230637788773,0.38504496216773987,-0.3841527998447418,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-114.875,31.375,0,-6.470207691192627,0.3990437388420105,-0.5063912272453308,-0.05740275979042053,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-113.375,31.375,0,NA,-0.4213430881500244,0.4206780195236206,0.13518935441970825,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-113.125,31.375,0,NA,0.48902809619903564,-0.03858129680156708,-0.8721582293510437,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-112.875,31.375,0,NA,0.6021896600723267,-1.7080011367797852,-2.6316640377044678,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-112.625,31.375,0,NA,-0.8173672556877136,-3.7695348262786865,-5.010716438293457,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,Coldspot
-112.375,31.375,0,NA,-0.9250196218490601,-4.037487506866455,-4.5992326736450195,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,Coldspot
-112.125,31.375,0,NA,0.03722890093922615,-3.0186593532562256,-3.5038509368896484,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,Coldspot
-111.875,31.375,1,2.4112095832824707,-0.2487228363752365,-2.376762866973877,-2.94327974319458,Human use,Human use,Human use,Human use,Mexico Northwest,Hotspot,NA,Coldspot
-111.625,31.375,0,NA,-1.3033276796340942,-2.382776975631714,-1.6205685138702393,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,Coldspot
-111.375,31.375,0,NA,-1.9883644580841064,-1.116936445236206,-0.38430318236351013,Human use,Human use,Human use,Human use,Mexico Northwest,NA,Coldspot,NA
-108.125,31.375,0,NA,0.8982372879981995,-0.18019582331180573,0.6602520942687988,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,NA
-107.875,31.375,0,0.2060474455356598,1.6432162523269653,1.2390211820602417,1.5967872142791748,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,NA
-107.625,31.375,0,-0.292955607175827,1.7937796115875244,-0.7156004309654236,-1.4468128681182861,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,NA
-107.375,31.375,20,-0.8091650605201721,2.6051154136657715,-2.1806142330169678,-4.384819507598877,Human use,Human use,Human use,Human use,Mexico Northeast,NA,Hotspot,Coldspot
-107.125,31.375,NA,NA,NA,NA,NA,Human use,Human use,Human use,Human use,NA,NA,NA,NA
-106.875,31.375,NA,NA,NA,NA,NA,Human use,Human use,Human use,Human use,NA,NA,NA,NA
-106.625,31.375,0,-1.0506454706192017,-0.30654817819595337,-2.911679267883301,-3.686265230178833,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,Coldspot
-106.375,31.375,20,-0.9850629568099976,-1.2445094585418701,-3.3199281692504883,-2.1923491954803467,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,Coldspot
-106.125,31.375,0,-0.8283770084381104,-0.6252245306968689,-1.9225014448165894,-1.3733562231063843,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,NA
-116.125,31.125,0,-8.919267654418945,0.38130128383636475,2.5328001976013184,1.5294854640960693,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-115.875,31.125,0,-9.432830810546875,0.20559106767177582,2.852205514907837,1.5899972915649414,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-115.625,31.125,0,-9.075058937072754,-0.23068735003471375,2.0451767444610596,0.6923342347145081,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-115.375,31.125,0,-8.250887870788574,0.13753479719161987,0.9911550879478455,-0.36455038189888,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-115.125,31.125,0,-7.685359954833984,0.16713136434555054,0.9027524590492249,-0.12214215844869614,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-112.875,31.125,NA,NA,NA,NA,NA,Human use,Human use,Human use,Human use,NA,NA,NA,NA
-112.625,31.125,0,NA,1.775018334388733,-1.5509270429611206,-2.4598746299743652,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-112.375,31.125,0,NA,-0.24113933742046356,-3.2797274589538574,-4.734139919281006,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,Coldspot
-112.125,31.125,0,NA,0.12048840522766113,-1.6487387418746948,-1.4670687913894653,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-111.875,31.125,0,NA,0.22050577402114868,-1.784656047821045,-2.1935644149780273,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-111.625,31.125,0,2.2194886207580566,-0.9182756543159485,-2.923013210296631,-3.518913507461548,Human use,Human use,Human use,Human use,Mexico Northwest,Hotspot,NA,Coldspot
-111.375,31.125,0,NA,-2.3394744396209717,-1.5279017686843872,-0.6521289348602295,Human use,Human use,Human use,Human use,Mexico Northwest,NA,Coldspot,NA
-111.125,31.125,0,1.8799065351486206,-2.8439667224884033,-1.4977669715881348,-0.03344354033470154,Human use,Human use,Human use,Human use,Mexico Northwest,NA,Coldspot,NA
-110.875,31.125,0,1.8032395839691162,-2.986427068710327,-0.9441691637039185,-0.3545151650905609,Human use,Human use,Human use,Human use,Mexico Northwest,NA,Coldspot,NA
-110.625,31.125,0,1.5204468965530396,-3.7562191486358643,-0.5698303580284119,0.11078128218650818,Human use,Human use,Human use,Human use,Mexico Northwest,NA,Coldspot,NA
-110.375,31.125,0,1.184334635734558,-2.88668155670166,-0.483439177274704,0.3783630430698395,Human use,Human use,Human use,Human use,Mexico Northwest,NA,Coldspot,NA
-110.125,31.125,0,0.8201940655708313,-2.801851749420166,-0.9296990036964417,-0.19424526393413544,Human use,Human use,Human use,Human use,Mexico Northwest,NA,Coldspot,NA
-109.875,31.125,0,NA,-1.2774256467819214,-0.6539514660835266,0.4170072078704834,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-109.625,31.125,0,NA,-1.2281718254089355,-1.3580559492111206,-0.06933881342411041,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-109.375,31.125,0,NA,-0.474932461977005,-1.2332993745803833,-0.3157476484775543,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-109.125,31.125,0,2.0886566638946533,0.8311919569969177,-2.4601378440856934,-0.21849538385868073,Human use,Human use,Human use,Human use,Mexico Northwest,Hotspot,NA,Coldspot
-108.875,31.125,0,1.308166742324829,0.9818135499954224,-1.8976058959960938,0.7268232703208923,Primary,Primary,Human use,Human use,Mexico Northwest,NA,NA,NA
-108.625,31.125,20,NA,0.7981739640235901,-1.6074497699737549,1.0792925357818604,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,NA
-108.375,31.125,20,NA,0.21314086019992828,-1.0009480714797974,1.4546597003936768,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,NA
-108.125,31.125,20,0.2887551188468933,0.8821440935134888,0.8248735070228577,3.5830342769622803,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,NA
-107.875,31.125,0,0.385720431804657,2.206402063369751,0.6360399127006531,0.8854214549064636,Human use,Human use,Human use,Human use,Mexico Northeast,NA,Hotspot,NA
-107.625,31.125,0,NA,NA,NA,NA,Human use,Human use,Human use,Human use,NA,NA,NA,NA
-107.375,31.125,20,-0.5738648772239685,2.3023715019226074,-0.6412461996078491,-3.3243470191955566,Human use,Human use,Human use,Human use,Mexico Northeast,NA,Hotspot,NA
-107.125,31.125,20,NA,1.4253133535385132,-3.5454277992248535,-4.811727523803711,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,Coldspot
-106.875,31.125,0,NA,2.670609712600708,-3.0352909564971924,-3.9857547283172607,Human use,Human use,Human use,Human use,Mexico Northeast,NA,Hotspot,Coldspot
-106.625,31.125,0,-1.7328917980194092,0.41645610332489014,-2.9591193199157715,-3.2150063514709473,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,Coldspot
-106.375,31.125,20,-1.2308948040008545,0.08688484877347946,-3.002504587173462,-2.4087212085723877,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,Coldspot
-106.125,31.125,20,-1.1314318180084229,0.5794609785079956,-2.1421945095062256,-1.2913633584976196,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,Coldspot
-105.875,31.125,20,NA,1.7020262479782104,-1.2452378273010254,0.009672960266470909,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,NA
-116.125,30.875,0,-8.720931053161621,-0.7146223783493042,2.0116591453552246,1.1129854917526245,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-115.875,30.875,0,-8.862192153930664,-0.0037442001048475504,2.4749391078948975,1.4577178955078125,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-115.625,30.875,0,-8.824715614318848,0.22970980405807495,2.045400619506836,1.01003897190094,Primary,Primary,Primary,Primary,Mexico Northwest,Coldspot,NA,Hotspot
-115.375,30.875,0,-8.577472686767578,0.5223046541213989,1.2155721187591553,0.1583269238471985,Primary,Primary,Primary,Primary,Mexico Northwest,Coldspot,NA,NA
-115.125,30.875,0,-8.231744766235352,1.2296977043151855,0.6661552786827087,0.009272273629903793,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-114.875,30.875,0,-7.638454914093018,1.111908197402954,-0.2671675384044647,-0.8239586353302002,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-112.875,30.875,0,0.9691910147666931,-0.5524853467941284,0.5952152013778687,-0.565253496170044,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-112.625,30.875,0,1.6690685749053955,2.4911720752716064,0.31924372911453247,-0.9510342478752136,Human use,Human use,Human use,Human use,Mexico Northwest,NA,Hotspot,NA
-112.375,30.875,0,1.41044282913208,0.9778023362159729,-2.796703577041626,-4.273106098175049,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,Coldspot
-112.125,30.875,0,1.6043533086776733,-0.14367496967315674,-2.101292133331299,-3.153158187866211,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,Coldspot
-111.875,30.875,0,1.9561679363250732,0.10516258329153061,-1.3727830648422241,-1.855717658996582,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-111.625,30.875,0,NA,-0.3657035529613495,-3.110050916671753,-3.1101417541503906,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,Coldspot
-111.375,30.875,0,2.5412356853485107,-1.6622257232666016,-1.1673527956008911,-0.008362822234630585,Human use,Human use,Human use,Human use,Mexico Northwest,Hotspot,NA,NA
-111.125,30.875,0,NA,-2.743375062942505,-1.174855351448059,-0.37829115986824036,Human use,Human use,Human use,Human use,Mexico Northwest,NA,Coldspot,NA
-110.875,30.875,0,1.7066363096237183,-2.851285457611084,-0.931203305721283,-0.3768896758556366,Human use,Human use,Human use,Human use,Mexico Northwest,NA,Coldspot,NA
-110.625,30.875,1,1.9485746622085571,-3.9919540882110596,-0.8069540858268738,-0.36490878462791443,Human use,Human use,Human use,Human use,Mexico Northwest,NA,Coldspot,NA
-110.375,30.875,0,NA,-4.039145469665527,-0.789632260799408,-0.4848451018333435,Human use,Human use,Human use,Human use,Mexico Northwest,NA,Coldspot,NA
-110.125,30.875,0,1.6806097030639648,-3.235940933227539,-0.8606657981872559,-0.21038466691970825,Human use,Human use,Human use,Human use,Mexico Northwest,NA,Coldspot,NA
-109.875,30.875,0,1.5702389478683472,-1.9972056150436401,-0.8269518613815308,0.3287431299686432,Primary,Primary,Human use,Human use,Mexico Northwest,NA,Coldspot,NA
-109.625,30.875,0,0.8581806421279907,-0.8744157552719116,-1.317238688468933,-0.3773690164089203,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-109.375,30.875,0,1.6757688522338867,1.0710327625274658,-1.1821720600128174,-0.1914951205253601,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
-109.125,30.875,0,1.9807286262512207,1.7749028205871582,-2.92930269241333,-0.31433066725730896,Human use,Human use,Human use,Human use,Mexico Northwest,Hotspot,NA,Coldspot
-108.875,30.875,20,NA,2.0098702907562256,-3.039623260498047,0.2852453887462616,Human use,Human use,Human use,Human use,Mexico Northwest,NA,Hotspot,Coldspot
-108.625,30.875,20,NA,2.891063928604126,-1.772658109664917,2.166071653366089,Human use,Human use,Human use,Human use,Mexico Northeast,NA,Hotspot,NA
-108.375,30.875,20,NA,2.5902819633483887,-0.6892223358154297,2.7279298305511475,Human use,Human use,Human use,Human use,Mexico Northeast,NA,Hotspot,NA
-108.125,30.875,20,NA,1.8121647834777832,-1.2498998641967773,2.7136220932006836,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,NA
-107.875,30.875,0,0.42654046416282654,2.832822322845459,-1.3030762672424316,0.7263649106025696,Human use,Human use,Human use,Human use,Mexico Northeast,NA,Hotspot,NA
-107.625,30.875,0,NA,NA,NA,NA,Human use,Human use,Human use,Human use,NA,NA,NA,NA
-107.375,30.875,0,NA,3.3940513134002686,-0.46335673332214355,-3.063239097595215,Human use,Human use,Human use,Human use,Mexico Northeast,NA,Hotspot,NA
-107.125,30.875,20,NA,3.915278434753418,-3.7716126441955566,-4.923227310180664,Human use,Human use,Human use,Human use,Mexico Northeast,NA,Hotspot,Coldspot
-106.875,30.875,20,NA,2.4990503787994385,-3.598719596862793,-5.543354511260986,Human use,Human use,Human use,Human use,Mexico Northeast,NA,Hotspot,Coldspot
-106.625,30.875,0,-1.0251946449279785,1.9543209075927734,-2.4737324714660645,-2.5272865295410156,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,Coldspot
-106.375,30.875,20,-0.5922879576683044,2.3064377307891846,-1.6041213274002075,-0.6691766977310181,Human use,Human use,Human use,Human use,Mexico Northeast,NA,Hotspot,NA
-106.125,30.875,20,0.5166578888893127,1.7041164636611938,-2.293980121612549,0.3561578691005707,Human use,Human use,Human use,Human use,Mexico Northeast,NA,NA,Coldspot
-105.875,30.875,0,NA,2.357393264770508,-0.46157681941986084,1.9186017513275146,Human use,Human use,Human use,Human use,Mexico Northeast,NA,Hotspot,NA
-105.625,30.875,20,0.27587243914604187,2.9009640216827393,0.5909510850906372,2.3943233489990234,Human use,Human use,Human use,Human use,Mexico Northeast,NA,Hotspot,NA
-115.875,30.625,0,-8.13202953338623,0.3337562084197998,2.0996830463409424,0.7717447280883789,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-115.625,30.625,0,-8.27199649810791,0.18865898251533508,2.5387721061706543,1.2092280387878418,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,Hotspot
-115.375,30.625,0,-8.30041217803955,1.2946921586990356,1.6456021070480347,0.573917031288147,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-115.125,30.625,0,-8.40307903289795,1.6000850200653076,0.15067222714424133,-0.7709147930145264,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-114.875,30.625,0,-8.264395713806152,1.4270833730697632,-0.20511659979820251,-1.8878989219665527,Human use,Human use,Human use,Human use,Mexico Northwest,Coldspot,NA,NA
-112.875,30.625,20,0.8272594809532166,1.075612187385559,0.35146963596343994,0.005220387130975723,Human use,Human use,Human use,Human use,Mexico Northwest,NA,NA,NA
