"Longitude","Latitude","X","Y","Survey"
-110.75,30.25,1.0231565278454,-0.0842766878241983,"Fair"
-110.25,30.25,0.992494095462291,-0.137606710718563,"Fair"
-109.25,30.25,0.74032216493675,-0.2263075991639,"Fair"
-108.75,30.25,0.969557090965485,-0.161025098832745,"Fair"
-108.25,30.25,0.550175312486188,-0.254856223079499,"Fair"
-106.75,30.25,1.0163434361137,-0.149025787568721,"Fair"
-105.25,30.25,0.630345289058255,-0.266190369198088,"Fair"
-104.75,30.25,0.897157143146159,-0.13927390728635,"Fair"
-104.25,30.25,0.572542837524701,-0.202212881591552,"Fair"
-102.25,30.25,0.955770203965565,-0.108101954431292,"Fair"
-101.75,30.25,1.11138454699094,-0.042959823545647,"Fair"
-115.75,29.75,0.820695295934529,-0.220018313555573,"Fair"
-115.25,29.75,0.0518590398775692,-0.219073900041403,"Fair"
-114.75,29.75,-0.293360563035501,-0.202452415014042,"Fair"
-114.25,29.75,0.261924164865924,-0.240219225059367,"Fair"
-112.75,29.75,0.478496929855923,-0.155343583115312,"Fair"
-112.25,29.75,1.06576244792942,-0.0517759723907346,"Fair"
-109.25,29.75,1.04976699294262,-0.141262741485617,"Fair"
-108.75,29.75,1.08867788313234,-0.0790008743495873,"Fair"
-108.25,29.75,0.866744628099571,-0.174706293021049,"Fair"
-107.75,29.75,0.755427971218071,-0.213347025308584,"Fair"
-104.75,29.75,0.672978498433074,-0.16850440880276,"Fair"
-104.25,29.75,0.48499405524494,-0.209103229053286,"Fair"
-102.75,29.75,1.00128349660955,-0.0993320317766443,"Fair"
-101.25,29.75,1.03569475046231,-0.0980120306206876,"Fair"
-100.75,29.75,0.764895114912796,-0.150367230592192,"Fair"
-115.25,29.25,0.28458957122611,-0.256308200864869,"Fair"
-114.75,29.25,0.457956667417176,-0.269752869828311,"Fair"
-114.25,29.25,-0.348006722587572,-0.152645288942614,"Fair"
-113.75,29.25,0.624338033890043,-0.314183380224667,"Fair"
-111.75,29.25,0.876121417717693,-1.29788014399215,"Fair"
-110.75,29.25,0.396443400146517,-0.228317574882299,"Fair"
-108.25,29.25,1.06865386148228,-0.222600631713677,"Fair"
-107.75,29.25,1.14213182150434,-0.0594389204788967,"Fair"
-106.25,29.25,1.07902650327027,-0.10018166012457,"Fair"
-105.75,29.25,0.870923765924457,-0.157679325088092,"Fair"
-105.25,29.25,0.44391507929111,-0.253207341708177,"Fair"
-104.75,29.25,0.804121701571443,-0.188143174567153,"Fair"
-104.25,29.25,0.761913056408481,-0.196557513074012,"Fair"
-103.75,29.25,0.628615976026951,-0.251280500198112,"Fair"
-103.25,29.25,0.393753039820665,-0.247055946307468,"Fair"
-102.75,29.25,0.169874447126653,-0.210018959617999,"Fair"
-102.25,29.25,0.529978987389202,-0.259764993241602,"Fair"
-100.75,29.25,0.810252697921148,-0.189888019109014,"Fair"
-114.75,28.75,0.546416139557357,-0.615358109102714,"Fair"
-114.25,28.75,-0.132772866052178,-0.217055967292275,"Fair"
-113.75,28.75,-0.416586490181165,-0.152736118324526,"Fair"
-113.25,28.75,0.337906508626907,-0.345501437313496,"Fair"
-112.25,28.75,0.888342566381415,-0.196019532685326,"Fair"
-111.75,28.75,1.08557279217358,-0.0391262386498592,"Fair"
-111.25,28.75,0.950158744879402,-0.155243310817762,"Fair"
-110.75,28.75,0.858820472298485,-0.174416616277653,"Fair"
-109.75,28.75,0.147887336397717,-0.201281223954278,"Fair"
-109.25,28.75,0.916545485690816,-0.199433107601554,"Fair"
-108.25,28.75,0.688731809634388,-0.187078105408539,"Fair"
-106.25,28.75,0.528683479606795,-0.219811100168946,"Fair"
-105.75,28.75,0.595701606213673,-0.210726830417336,"Fair"
-105.25,28.75,0.316115503246436,-0.294827419845386,"Fair"
-103.75,28.75,0.823082454155543,-0.159239442573365,"Fair"
-102.75,28.75,0.342984351079512,-0.25482728422904,"Fair"
-102.25,28.75,0.402280230779929,-0.275570637484376,"Fair"
-100.75,28.75,1.06168993155186,-0.108999971981453,"Fair"
-114.25,28.25,0.205567798011071,-0.225124094069853,"Fair"
-113.75,28.25,0.173154737295326,-0.360235150178511,"Fair"
-113.25,28.25,-0.0860631260065827,-0.220695393670844,"Fair"
-112.75,28.25,0.499359763887793,-0.50809761654978,"Fair"
-111.25,28.25,0.0762484158852222,-0.203856868830261,"Fair"
-110.75,28.25,1.09918676436452,-0.0634533675062348,"Fair"
-109.75,28.25,1.1065626998074,-0.108204871109163,"Fair"
-109.25,28.25,-0.0606153750275006,-0.161147860923692,"Fair"
-108.75,28.25,0.0230615680733439,-0.153040736838538,"Fair"
-108.25,28.25,0.433322625550322,-0.204139068796566,"Fair"
-107.75,28.25,0.761167274569912,-0.178979272605301,"Fair"
-107.25,28.25,0.897600243080769,-0.207586075512007,"Fair"
-105.25,28.25,1.14343693752354,-0.0332921438296938,"Fair"
-104.25,28.25,0.653308796740293,-0.244564917435239,"Fair"
-103.25,28.25,0.512637448378335,-0.209123475227107,"Fair"
-102.75,28.25,0.844742098690979,-0.13451463473182,"Fair"
-102.25,28.25,0.341176441545498,-0.299860739455127,"Fair"
-101.75,28.25,0.730324888369109,-0.191304825723375,"Fair"
-101.25,28.25,0.821877828206548,-0.157973940848799,"Fair"
-114.75,27.75,0.101303537070168,-0.252303865161203,"Fair"
-114.25,27.75,0.17155019549071,-0.301022825824758,"Fair"
-113.75,27.75,0.378314061051559,-0.299210367324772,"Fair"
-113.25,27.75,-0.143812158507788,-0.147226782948669,"Fair"
-112.75,27.75,0.197300367206397,-0.236574907238724,"Fair"
-111.25,27.75,0.439083157133758,-0.232003899579895,"Fair"
-110.75,27.75,0.19062958053965,-0.228012296866809,"Fair"
-110.25,27.75,0.866177413291938,-0.181422944402303,"Fair"
-108.75,27.75,1.05053785959857,-0.0963536998352887,"Fair"
-107.75,27.75,0.503630618624087,-0.226685216313986,"Fair"
-105.25,27.75,0.713112835568633,-0.193042459036396,"Fair"
-104.75,27.75,0.949932453430967,-0.172321913667776,"Fair"
-104.25,27.75,0.951821010824607,-0.169376493598866,"Fair"
-103.75,27.75,0.699974822761795,-0.195106609824741,"Fair"
-102.25,27.75,1.10372405436456,-0.145149140058397,"Fair"
-101.75,27.75,0.708048588513156,-0.16512632651681,"Fair"
-114.25,27.25,-0.0896273700035388,-0.201631756700073,"Fair"
-113.75,27.25,0.224346109968936,-0.214954455651043,"Fair"
-113.25,27.25,0.160097001320648,-0.243713075975884,"Fair"
-112.75,27.25,0.0112492402259276,-0.216152925543528,"Fair"
-112.25,27.25,0.225196918722811,-0.19404595899768,"Fair"
-109.75,27.25,0.765386650684288,-0.192378277072063,"Fair"
-109.25,27.25,0.366614357115235,-0.163933550811685,"Fair"
-108.75,27.25,0.263687168041501,-0.216569881931414,"Fair"
-107.75,27.25,0.556488889395805,-0.204806682777385,"Fair"
-104.75,27.25,0.462825340553031,-0.214526204000994,"Fair"
-104.25,27.25,0.251442407917743,-0.281419748396218,"Fair"
-103.75,27.25,0.532047286253348,-0.233008691972787,"Fair"
-103.25,27.25,0.372443529432919,-0.299915817005815,"Fair"
-102.75,27.25,0.465231429057774,-0.228966959811397,"Fair"
-102.25,27.25,0.205887325777534,-0.23238036580953,"Fair"
-101.25,27.25,0.535215006687888,-0.277750604626679,"Fair"
-99.25,27.25,0.934908926496063,-0.139722656853067,"Fair"
-113.75,26.75,0.763501067912072,-0.120707326682606,"Fair"
-113.25,26.75,0.472179652348468,-0.265818797595671,"Fair"
-112.75,26.75,0.517837408681979,-0.287044960976488,"Fair"
-112.25,26.75,0.0780581399989094,-0.217180138641621,"Fair"
-111.75,26.75,0.272260359248819,-0.261989358013169,"Fair"
-109.75,26.75,0.870029874571153,-0.0888771017718872,"Fair"
-109.25,26.75,0.193475172457369,-0.210617359282116,"Fair"
-108.75,26.75,0.234789680746177,-0.215911361017074,"Fair"
-106.25,26.75,1.03202969190522,-0.163214797686895,"Fair"
-105.75,26.75,1.05272042046369,-0.08265643299724,"Fair"
-104.75,26.75,0.783990592126598,-0.208419300865533,"Fair"
-103.75,26.75,0.141465384257252,-0.152255278342778,"Fair"
-103.25,26.75,0.449499186229693,-0.276182268805247,"Fair"
-102.75,26.75,0.813130228427815,-0.155102116127492,"Fair"
-102.25,26.75,0.0190781571891308,-0.223682314109516,"Fair"
-101.75,26.75,1.0383940432193,-0.0735527752046022,"Fair"
-101.25,26.75,0.599253378221722,-0.241304532858777,"Fair"
-100.75,26.75,0.404026793876113,-0.292822829979467,"Fair"
-100.25,26.75,1.0585396197218,-0.0438156894668529,"Fair"
-99.25,26.75,0.497879344208055,-0.218622895263401,"Fair"
-112.75,26.25,0.403268688713167,-0.402529209299464,"Fair"
-112.25,26.25,0.487982187041252,-0.337216823702665,"Fair"
-111.75,26.25,0.0302139612030184,-0.186173945826188,"Fair"
-111.25,26.25,0.824517356790515,-0.217941589795269,"Fair"
-106.75,26.25,1.09738153023467,-0.19320521022969,"Fair"
-104.25,26.25,1.11342522619208,-0.104826236501063,"Fair"
-103.25,26.25,0.66252864700463,-0.179551787756985,"Fair"
-102.75,26.25,0.128630939729008,-0.21768407950086,"Fair"
-102.25,26.25,0.626431298667006,-0.24470270822683,"Fair"
-101.75,26.25,0.683795445350614,-0.211640663682994,"Fair"
-101.25,26.25,0.252778127614907,-0.233553063155806,"Fair"
-100.75,26.25,0.793349852686819,-0.17862274622588,"Fair"
-100.25,26.25,0.630645794394826,-0.246662968164606,"Fair"
-98.75,26.25,0.951709670435658,-0.0953958214720474,"Fair"
-98.25,26.25,1.10965451078897,-0.0802858406515009,"Fair"
-112.25,25.75,0.203061289741909,-0.269181485643222,"Fair"
-111.75,25.75,0.0562692885511282,-0.239368851582275,"Fair"
-111.25,25.75,-0.16115588712241,-0.165819126786219,"Fair"
-109.25,25.75,1.15320390485657,-0.0591188508182006,"Fair"
-107.75,25.75,0.805643088451627,-0.162673508612167,"Fair"
-106.25,25.75,0.977749447156156,-0.281061673353611,"Fair"
-104.75,25.75,0.897288409251132,-0.140020372316295,"Fair"
-104.25,25.75,1.00546689891441,-0.0980861196162341,"Fair"
-102.75,25.75,0.959278291061505,-0.116983257609391,"Fair"
-101.75,25.75,0.812054008303406,-0.155965167241571,"Fair"
-101.25,25.75,0.765822644854723,-0.152542290601855,"Fair"
-100.75,25.75,0.484011852207812,-0.210067259185865,"Fair"
-100.25,25.75,0.223049389947549,-0.217114621714222,"Fair"
-97.25,25.75,0.581969313293928,-0.183918613891912,"Fair"
-111.75,25.25,0.713809093728514,-0.207018449561966,"Fair"
-111.25,25.25,0.299913827043364,-0.174070558469425,"Fair"
-110.75,25.25,0.24754866108973,-0.225159902355384,"Fair"
-106.75,25.25,0.79679818910839,-0.187751189491596,"Fair"
-106.25,25.25,0.557780233833432,-0.265313285746078,"Fair"
-105.75,25.25,0.310889338774069,-0.221127860814474,"Fair"
-105.25,25.25,1.03564056408279,-0.10432867247991,"Fair"
-104.75,25.25,0.863531055472155,-0.206302298313695,"Fair"
-104.25,25.25,1.05923736721769,-0.120699160850631,"Fair"
-103.75,25.25,0.3195210986625,-0.22670719841386,"Fair"
-103.25,25.25,0.267101768911398,-0.271671586159911,"Fair"
-102.75,25.25,0.677469332971553,-0.183990966812578,"Fair"
-102.25,25.25,0.300440382333353,-0.272121935227671,"Fair"
-101.75,25.25,1.09835554529272,-0.0796567993820497,"Fair"
-101.25,25.25,0.238197116189965,-0.251090814270993,"Fair"
-100.75,25.25,-0.0686487362632335,-0.220820438725101,"Fair"
-100.25,25.25,-0.0304043043576832,-0.186232857739764,"Fair"
-112.25,24.75,0.951536856256175,-0.266209245364194,"Fair"
-111.75,24.75,0.173712548214315,-0.172715109762626,"Fair"
-111.25,24.75,0.783663063045617,-0.172840821735344,"Fair"
-110.75,24.75,-0.00756536871590152,-0.169830012597033,"Fair"
-107.75,24.75,0.905415132692391,-0.132884929612936,"Fair"
-107.25,24.75,0.184620095542146,-0.19351663376121,"Fair"
-105.75,24.75,0.978496315573272,-0.114665586483443,"Fair"
-104.75,24.75,1.06103613013649,-0.109954043317167,"Fair"
-104.25,24.75,0.982072868898364,-0.346273340312003,"Fair"
-103.75,24.75,0.931772178107545,-0.151811007659439,"Fair"
-102.75,24.75,0.903528085488534,-0.193400619107424,"Fair"
-102.25,24.75,0.347016674380689,-0.291202675117682,"Fair"
-101.75,24.75,0.34502282153722,-0.273563957006042,"Fair"
-101.25,24.75,0.413968035027582,-0.240881598850034,"Fair"
-100.75,24.75,0.579546515593229,-0.171969606093175,"Fair"
-100.25,24.75,-0.0512427535339623,-0.217168902163363,"Fair"
-99.75,24.75,0.233659021744575,-0.215334014612703,"Fair"
-99.25,24.75,1.08630685335487,-0.107811325859496,"Fair"
-98.75,24.75,0.141186128994447,-0.287279441795507,"Fair"
-111.25,24.25,0.901116350984973,-0.0753654491245773,"Fair"
-110.75,24.25,0.38113912663208,-0.235021753033539,"Fair"
-110.25,24.25,-0.298197576235128,-0.108918623358157,"Fair"
-107.25,24.25,0.735986415830011,-0.203319006080692,"Fair"
-106.75,24.25,0.706201964507598,-0.192753028707599,"Fair"
-105.75,24.25,0.666266171589692,-0.261418663786581,"Fair"
-105.25,24.25,0.97394629270019,-0.184387488720251,"Fair"
-104.75,24.25,0.575333461797261,-0.282115248145452,"Fair"
-104.25,24.25,0.50733159516032,-0.282434708160452,"Fair"
-101.75,24.25,0.898229216983696,-0.196902460115525,"Fair"
-101.25,24.25,0.722300340385033,-0.256342465688127,"Fair"
-100.25,24.25,0.757991676535732,-0.152060769640067,"Fair"
-99.75,24.25,0.422002669226124,-0.261359585471601,"Fair"
-98.75,24.25,0.829801593395313,-0.171266068615655,"Fair"
-98.25,24.25,1.00284182251941,-0.111475518672357,"Fair"
-110.75,23.75,1.15683368430878,-0.0491153137868821,"Fair"
-110.25,23.75,-0.0543940031128911,-0.198596073964364,"Fair"
-109.75,23.75,-0.212482782049146,-0.140077185644943,"Fair"
-106.75,23.75,0.303174495710868,-0.187513660390006,"Fair"
-105.75,23.75,0.255210595018758,-0.22230808231265,"Fair"
-105.25,23.75,0.0905633105560922,-0.234261908764087,"Fair"
-104.75,23.75,0.292939465867165,-0.270519659485768,"Fair"
-104.25,23.75,0.407908858963799,-0.267007793135273,"Fair"
-103.75,23.75,0.543244926552294,-0.243466888065286,"Fair"
-103.25,23.75,0.726157490686304,-0.227074978967161,"Fair"
-102.75,23.75,0.94657381077469,-0.0898361627015472,"Fair"
-102.25,23.75,1.05613067309912,-0.152198144514639,"Fair"
-101.75,23.75,0.789466053402535,-0.193374360088859,"Fair"
-100.75,23.75,0.356155419837847,-0.233641363197173,"Fair"
-100.25,23.75,0.895645355221137,-0.393009243800937,"Fair"
-99.75,23.75,0.179286021032763,-0.230168117409515,"Fair"
-99.25,23.75,0.486482113566627,-0.241844777651136,"Fair"
-98.75,23.75,1.01734372318574,-0.147230173602587,"Fair"
-97.75,23.75,0.984961028429568,-0.15287890807348,"Fair"
-110.25,23.25,0.155919777001272,-0.200269447540509,"Fair"
-109.75,23.25,-0.0986596524252189,-0.193956540976994,"Fair"
-109.25,23.25,0.60236926999313,-0.384391943386588,"Fair"
-106.25,23.25,0.560514146362409,-0.193543120035522,"Fair"
-105.75,23.25,0.489624531422491,-0.208056887832561,"Fair"
-104.75,23.25,1.09865140550946,-0.11682914538372,"Fair"
-104.25,23.25,-0.17489629941112,-0.191611724995336,"Fair"
-103.25,23.25,1.10356624681376,-0.0921835129211727,"Fair"
-102.75,23.25,0.934586683115135,-0.144902749074156,"Fair"
-102.25,23.25,1.06828658241314,-0.0413096281529181,"Fair"
-101.75,23.25,1.01209135654704,-0.101989069500647,"Fair"
-101.25,23.25,0.851177512863117,-0.168017249994692,"Fair"
-100.75,23.25,1.10618736627465,-0.0703918244783863,"Fair"
-100.25,23.25,0.134881287931995,-0.758645751234059,"Fair"
-99.75,23.25,0.498527898588655,-0.267515173731693,"Fair"
-99.25,23.25,0.200229472749669,-0.229504583474479,"Fair"
-98.75,23.25,1.07767806822204,-0.0585482713503429,"Fair"
-98.25,23.25,0.898642321487683,-0.161290287146084,"Fair"
-109.75,22.75,0.0998765949548534,-0.230872612134756,"Fair"
-105.75,22.75,0.94281462244671,-0.121300808529163,"Fair"
-105.25,22.75,1.16905369118269,-0.0497982988354603,"Fair"
-104.75,22.75,0.611103754283588,-0.202617561380628,"Fair"
-104.25,22.75,0.909512522082051,-0.224415649364313,"Fair"
-103.75,22.75,0.68499252366575,-0.242455456447508,"Fair"
-103.25,22.75,0.171708270360754,-0.241450625845329,"Fair"
-102.75,22.75,0.241622915889654,-0.234268040466994,"Fair"
-102.25,22.75,0.775117706487131,-0.242583477292245,"Fair"
-101.75,22.75,0.640295034547877,-0.215902733923647,"Fair"
-101.25,22.75,0.92417946331872,-0.139293420042965,"Fair"
-100.75,22.75,0.69833502251477,-0.212987757847353,"Fair"
-100.25,22.75,0.202091014190537,-0.347415380627566,"Fair"
-99.75,22.75,1.10000322245177,-0.0853056634328819,"Fair"
-99.25,22.75,0.478626210507952,-0.210451930645729,"Fair"
-98.25,22.75,1.14364850385602,-0.0408746407691129,"Fair"
-105.25,22.25,1.08303647966759,-0.195202519320799,"Fair"
-104.75,22.25,0.25246732149232,-0.22016960563129,"Fair"
-104.25,22.25,0.711721201533667,-0.201608187086739,"Fair"
-103.75,22.25,0.998391086211754,-0.139489184867812,"Fair"
-103.25,22.25,1.00003169390585,-0.307390535362389,"Fair"
-102.75,22.25,0.284635248180951,-0.233044674835848,"Fair"
-102.25,22.25,0.16221013279639,-0.276966127874979,"Fair"
-101.75,22.25,0.714875900321949,-0.208370995428101,"Fair"
-101.25,22.25,0.617278080291546,-0.25889580941059,"Fair"
-100.75,22.25,0.389037897580208,-0.261894159955576,"Fair"
-100.25,22.25,0.845605927484855,-0.206128092983546,"Fair"
-99.75,22.25,0.891221240336253,-0.170366642426373,"Fair"
-98.75,22.25,0.954098497547466,-0.113704335688103,"Fair"
-98.25,22.25,0.17855959774127,-0.215373357036194,"Fair"
-97.75,22.25,0.318144537796088,-0.220705971016961,"Fair"
-105.25,21.75,0.522738755415507,-0.249318189775286,"Fair"
-104.75,21.75,0.387869973990527,-0.220772623577694,"Fair"
-103.75,21.75,0.791848547074254,-0.195782765390401,"Fair"
-103.25,21.75,0.699898430458117,-0.249640529355782,"Fair"
-102.75,21.75,0.143861671913226,-0.24736314391046,"Fair"
-102.25,21.75,0.244139505177782,-0.316327338793442,"Fair"
-101.75,21.75,0.407012222717476,-0.22831176523036,"Fair"
-101.25,21.75,0.740492961449323,-0.229301509446744,"Fair"
-100.75,21.75,0.520748385674697,-0.183802312967085,"Fair"
-100.25,21.75,0.689216957384389,-0.199402897729259,"Fair"
-99.75,21.75,0.799423357198972,-0.206681050968542,"Fair"
-99.25,21.75,0.312938934038607,-0.195870063411541,"Fair"
-98.75,21.75,0.581151042937657,-0.183958752005922,"Fair"
-98.25,21.75,0.59729636024955,-0.183401788812214,"Fair"
-97.75,21.75,0.940360612501122,-0.134266024195531,"Fair"
-105.25,21.25,0.72922433744835,-0.178583821302708,"Fair"
-104.75,21.25,0.118621722585229,-0.207962843297747,"Fair"
-104.25,21.25,0.718893705479133,-0.217773266074323,"Fair"
-103.25,21.25,-0.0868904125387835,-0.195810871859939,"Fair"
-102.75,21.25,0.994555216876322,-0.165296290354823,"Fair"
-101.75,21.25,0.501749611214762,-0.31238455788912,"Fair"
-101.25,21.25,0.155200530445623,-0.231199006150786,"Fair"
-100.75,21.25,0.56464975061273,-0.215516905983692,"Fair"
-100.25,21.25,0.167152911061506,-0.199842835065423,"Fair"
-99.75,21.25,-0.0425217883338772,-0.189593630031666,"Fair"
-99.25,21.25,-0.409060942937031,-0.137547166821176,"Fair"
-98.75,21.25,0.539433530063577,-0.23328606746313,"Fair"
-98.25,21.25,0.946874827656942,-0.116601298660922,"Fair"
-97.75,21.25,0.360790838379152,-0.213529588219487,"Fair"
-97.25,21.25,0.604134651898783,-0.228424867415927,"Fair"
-89.75,21.25,-0.219836045509227,-0.152017650329262,"Fair"
-89.25,21.25,0.0252531027138067,-0.202217093460169,"Fair"
-88.75,21.25,0.336341735917182,-0.227471490164865,"Fair"
-88.25,21.25,0.462040470882015,-0.216527505981057,"Fair"
-87.75,21.25,0.578897435653537,-0.176009035611909,"Fair"
-87.25,21.25,0.0823767967560469,-0.186405649301478,"Fair"
-86.75,21.25,0.470122689031755,-0.248003390014519,"Fair"
-105.25,20.75,0.608799309758494,-0.235157788652099,"Fair"
-104.75,20.75,1.07449414362888,-0.104241576570169,"Fair"
-104.25,20.75,0.832160987830816,-0.217956382464458,"Fair"
-103.75,20.75,0.404851135801129,-0.284535802420031,"Fair"
-103.25,20.75,-0.0363670470952541,-0.197221922469868,"Fair"
-102.75,20.75,0.890855724159042,-0.30922976557949,"Fair"
-102.25,20.75,0.518061257831238,-0.855601687108852,"Fair"
-101.75,20.75,0.855576035734909,-0.253975132966055,"Fair"
-101.25,20.75,0.833310809547018,-0.181563509048066,"Fair"
-100.75,20.75,0.4236217549539,-0.254023705925548,"Fair"
-100.25,20.75,-0.120603912781748,-0.210731418491748,"Fair"
-99.75,20.75,-0.146283007994027,-0.178819752146225,"Fair"
-99.25,20.75,0.323316343031592,-0.282999597961385,"Fair"
-98.75,20.75,0.188473795244779,-0.262741020055339,"Fair"
-98.25,20.75,0.373204782449222,-0.242325184084709,"Fair"
-97.75,20.75,1.04345853226642,-0.110269861895679,"Fair"
-97.25,20.75,1.15823721112615,-0.111311132206313,"Fair"
-90.25,20.75,-0.194054166195998,-0.156497370090948,"Fair"
-89.75,20.75,-0.0754765239965515,-0.195524478540242,"Fair"
-89.25,20.75,0.0478418774510956,-0.202833089131245,"Fair"
-88.75,20.75,-0.235914156429747,-0.146830951794918,"Fair"
-88.25,20.75,-0.443991842275963,-0.136031121711956,"Fair"
-87.75,20.75,0.273577276222204,-0.227564960235327,"Fair"
-87.25,20.75,0.608864549636844,-0.175814395576929,"Fair"
-86.75,20.75,0.461224001064414,-0.206076006380306,"Fair"
-105.25,20.25,0.774918657767801,-0.237565716907332,"Fair"
-104.75,20.25,0.70407565175986,-0.229937022649384,"Fair"
-104.25,20.25,0.966378557357272,-0.161100182322786,"Fair"
-103.75,20.25,0.673832760066774,-0.232833568118396,"Fair"
-103.25,20.25,0.520062140651649,-0.253271973070353,"Fair"
-102.75,20.25,1.02798114622788,-0.327013609049111,"Fair"
-102.25,20.25,0.678249846830903,-0.384451878054803,"Fair"
-101.75,20.25,0.583182540554543,-0.235530818345081,"Fair"
-101.25,20.25,0.477275464170962,-0.323674498117404,"Fair"
