"Longitude","Latitude","X","Y","Survey"
-116.9,33.05,0.293018800618054,-0.0110990910083464,"Fair"
-116.65,33.05,-0.307251324811281,-0.0340831820974111,"Fair"
-116.4,33.05,-0.281243176888421,-0.0296196930519891,"Fair"
-116.15,33.05,0.403173262751134,0.00942286047304589,"Fair"
-115.9,33.05,1.00094391950004,0.209042153504535,"Fair"
-115.4,33.1,0.814332372220528,0.12092134180673,"Fair"
-115.15,33.1,0.437144212548822,-0.000406651784877446,"Fair"
-114.9,33.1,0.400482457277118,-0.0288487578527461,"Fair"
-114.65,33.1,0.5084599090321,-0.00637851487661854,"Fair"
-117.15,32.85,-1.25269002105303,0.0201735018813798,"Fair"
-116.9,32.85,-0.77129054849908,0.0200747715649594,"Fair"
-116.65,32.85,-1.15087356628078,0.060875800446875,"Fair"
-116.4,32.85,-0.510791074231239,-0.0121845583726672,"Fair"
-116.15,32.85,-0.716854006813635,0.00385845656471902,"Fair"
-115.9,32.85,0.349484111642753,-0.0299749735554192,"Fair"
-115.65,32.85,0.840592629195462,0.124797002454104,"Fair"
-115.15,32.85,-0.0168181282539789,-0.100540718637985,"Fair"
-114.9,32.85,-0.235251420093702,-0.0631522998209371,"Fair"
-114.65,32.85,0.216089300487893,0.00417365620954523,"Fair"
-117.1,32.6,-0.217638966921058,-0.0350327377734527,"Fair"
-116.9,32.6,-0.853220503227805,0.0242135865740333,"Fair"
-116.65,32.6,-0.633566113006283,-0.00647235674480889,"Fair"
-116.4,32.6,0.090764567786566,-0.0517683811330744,"Fair"
-116.15,32.6,-0.649818773392804,0.00992143322698208,"Fair"
-115.9,32.6,0.341875529128685,-0.102866289645444,"Fair"
-115.65,32.6,0.311001570617801,0.00488363432742055,"Fair"
-115.15,32.6,0.979770828024779,0.154732521658854,"Fair"
-114.4,32.6,0.336392336716056,0.00440797493261222,"Fair"
-113.4,32.55,-0.145485065484711,-0.0437284663741462,"Fair"
-117.1,32.4,0.536850167209824,-0.0809820786783646,"Fair"
-116.9,32.35,0.101358287357481,-0.205257318205716,"Fair"
-116.65,32.35,-0.0826584871082645,-0.174799877088751,"Fair"
-116.4,32.35,0.618936968053502,0.0404251213798817,"Fair"
-116.15,32.35,-0.288815609325311,-0.0253159812617034,"Fair"
-115.9,32.35,-0.107772026666415,-0.176509624046051,"Fair"
-115.65,32.35,0.278054652240449,-0.227137863772257,"Fair"
-115.4,32.35,0.22200527926782,-0.166441429602417,"Fair"
-115.15,32.35,0.931013458245019,0.100204146172538,"Fair"
-114.65,32.35,0.914918079121485,0.140928854849354,"Fair"
-114.15,32.35,0.572919284990684,0.0193809179859535,"Fair"
-106.9,32.25,0.985398177540223,0.143047854416048,"Fair"
-106.65,32.25,0.886161660393004,0.125446522023091,"Fair"
-116.85,32.1,-0.149540335593857,-0.0989197240586731,"Fair"
-116.65,32.1,0.365986858409915,-0.086919354624708,"Fair"
-116.4,32.1,0.767178815453044,-0.0042327521349759,"Fair"
-116.15,32.1,0.328304035250447,-0.147793477942363,"Fair"
-115.9,32.1,-0.21936955691727,-0.0892095486142377,"Fair"
-115.65,32.1,-0.158429868328577,-0.133139400034263,"Fair"
-115.4,32.1,0.144526581334487,-0.057173206491568,"Fair"
-114.9,32.1,0.817096756807018,0.0566565746678687,"Fair"
-114.35,32.05,0.674399476825843,0.394976082516562,"Fair"
-108.15,32.1,0.971490445746159,0.109147270732192,"Fair"
-107.65,32.1,0.703634918047918,0.0594239601824957,"Fair"
-106.65,32.1,0.903449072127946,0.121940185183243,"Fair"
-116.85,31.95,0.677844884550147,0.0397405401894186,"Fair"
-116.65,31.85,0.0777040064128763,-0.092128194049991,"Fair"
-116.4,31.85,0.100640959257505,-0.1720039704109,"Fair"
-116.15,31.85,-0.0673837974734965,-0.0984333669889203,"Fair"
-115.9,31.85,0.0448908526057209,-0.131495796405275,"Fair"
-115.65,31.85,0.14134970508832,-0.104141911162959,"Fair"
-115.15,31.85,-0.0902328643031006,-0.0610433404184004,"Fair"
-114.65,31.85,0.674481442905232,0.195562881116046,"Fair"
-114.45,31.8,0.698024553952551,0.178576429447051,"Fair"
-113.4,31.85,0.786698989091579,0.107205363981354,"Fair"
-113.15,31.85,0.972765699007939,0.223691049576812,"Fair"
-112.9,31.85,0.983733547706467,0.181159604654223,"Fair"
-111.65,31.85,0.921083610578014,0.177128335800039,"Fair"
-110.9,31.75,0.611631079245574,0.0273369889313942,"Fair"
-110.65,31.75,0.569425686218239,0.016479759061223,"Fair"
-108.4,31.85,0.421849840977453,-0.0257319242244801,"Fair"
-107.65,31.85,0.909984891889565,0.160466163665678,"Fair"
-107.15,31.85,0.948045310021081,0.12420586119908,"Fair"
-106.65,31.85,0.128586500335189,-0.0161245842737899,"Fair"
-106.4,31.85,-0.112355867585601,-0.0438656929591703,"Fair"
-106.15,31.85,0.573873943770601,0.0377567911036916,"Fair"
-116.6,31.6,0.0101799488538541,-0.0914805971667902,"Fair"
-116.4,31.6,0.111306385356108,-0.0980905452328962,"Fair"
-116.15,31.6,0.222898821512695,-0.216670476502069,"Fair"
-115.9,31.6,0.45761347456978,-0.0944942215940549,"Fair"
-115.65,31.6,0.0865301338886479,-0.120967477020863,"Fair"
-115.15,31.6,-0.213429260072664,-0.0320452305238458,"Fair"
-114.4,31.6,0.715962602656153,0.189417438999372,"Fair"
-113.65,31.6,1.03467438330884,0.169382978845901,"Fair"
-112.85,31.6,0.54941189409363,-0.0510197042654556,"Fair"
-111.95,31.65,0.980519443581361,0.0277062932413614,"Fair"
-110.9,31.6,0.886672609344434,0.111545406470451,"Fair"
-110.65,31.6,0.752589646857305,0.0914197090297728,"Fair"
-110.4,31.6,0.965032781623926,0.143223698021643,"Fair"
-110.15,31.6,0.889617741133014,0.121228760045113,"Fair"
